111228,1109,208.00,208.00,208.00,208.00,59500
111228,1114,208.00,208.00,208.00,208.00,59500
111228,1119,208.00,208.00,208.00,208.00,59500
111228,1124,208.00,208.00,208.00,208.00,59500
111228,1129,207.10,207.10,207.10,207.10,250
111228,1134,207.10,209.00,207.10,209.00,950
111228,1139,209.90,209.90,209.00,209.00,6100
111228,1144,209.00,209.00,209.00,209.00,6500
111228,1149,207.20,207.20,207.20,207.20,7000
111228,1154,207.20,207.20,207.20,207.20,7200
111228,1159,207.20,207.20,207.00,207.00,7550
111228,1204,207.00,207.00,207.00,207.00,7750
111228,1209,207.00,207.00,207.00,207.00,9000
111228,1214,207.00,207.00,207.00,207.00,12000
111228,1239,207.00,207.00,207.00,207.00,13000
111228,1244,207.00,207.00,207.00,207.00,13000
111228,1249,207.00,207.00,207.00,207.00,13000
111228,1254,207.00,207.00,207.00,207.00,13000
111228,1259,207.00,207.00,205.30,205.30,13250
111228,1304,205.30,205.30,205.30,205.30,14250
111228,1309,205.30,205.30,205.30,205.30,14250
111228,1314,205.30,207.00,205.30,207.00,14350
111228,1319,207.00,207.00,207.00,207.00,14750
111228,1324,207.00,207.00,205.00,205.00,15550
111228,1329,205.00,205.00,205.00,205.00,16750
111228,1334,205.00,205.00,205.00,205.00,16750
111228,1339,205.00,206.00,205.00,206.00,16950
111228,1344,206.00,206.00,206.00,206.00,17000
111228,1349,206.00,206.00,206.00,206.00,17000
111228,1354,206.00,206.00,206.00,206.00,17000
111228,1359,206.00,206.00,206.00,206.00,17000
111228,1404,206.00,206.10,206.00,206.10,17300
111228,1409,206.00,206.00,206.00,206.00,18250
111228,1414,206.00,206.00,206.00,206.00,18250
111228,1419,206.00,207.00,206.00,207.00,18400
111228,1424,207.00,207.00,207.00,207.00,18500
111228,1429,207.00,207.00,,207.00,14800
111228,1434,207.00,207.00,207.00,207.00,18500
111228,1439,207.00,207.00,207.00,207.00,18500
111228,1444,207.00,207.00,205.00,205.00,21900
111228,1449,205.00,205.00,205.00,205.00,22750
111228,1454,205.00,205.00,205.00,205.00,24750
111228,1459,205.00,206.50,205.00,206.50,26450
